fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg
Sergio Moraes,72,170,72,Orthodox,"Jul 23, 1982",2.42,42,3.73,59,1.2,38,75,0.4
Marlon Moraes,66,135,67,Orthodox,"Apr 26, 1988",3.38,39,4.11,56,1,41,66,0.4
Sheymon Moraes,68,145,72,Orthodox,"Oct 11, 1990",3,42,3.64,63,0,0,53,0
John Moraga,66,125,66,Orthodox,"Mar 20, 1984",2.57,43,2.55,56,0.62,23,44,1.1
Vince Morales,67,145,70,Orthodox,"Nov 12, 1990",4.22,39,4.16,53,0,0,55,0
Joseph Morales,66,125,69,Switch,"Aug 22, 1994",1.58,37,1.72,60,0.53,50,23,2.6
Albert Morales,69,135,72,Orthodox,"May 25, 1991",3.81,35,3.96,56,0.91,35,70,0.2
Omar Morales,71,145,73,Orthodox,"Oct 17, 1985",3.39,34,2.99,65,0.29,100,100,0
Christian Morecraft,78,265,81,Orthodox,"Sep 08, 1986",2.82,34,2.46,46,3.26,66,50,2.2
Sarah Moras,67,135,67,Orthodox,"Apr 30, 1988",2.28,34,3.58,50,0.67,21,33,0.8
Vinicius Moreira,76,205,76,Orthodox,"Feb 28, 1989",3.15,59,5.07,43,1.97,18,0,1.3
Brandon Moreno,67,125,70,Orthodox,"Dec 07, 1993",3.41,38,3.41,59,2.01,45,67,0.6
Dan Moret,72,155,73,Southpaw,"Nov 21, 1986",2.67,43,3.56,43,1.25,27,45,0.4
Alex Morono,71,170,72,Orthodox,"Aug 16, 1990",4.96,42,3.69,56,0.44,28,47,0.4
Maryna Moroz,67,125,67,Orthodox,"Sep 08, 1991",4.09,31,4.15,53,0.56,18,47,0.4
Nikolas Motta,69,155,70,Orthodox,"Feb 08, 1993",2.8,27,3.6,66,0,0,100,0
Jamie Moyle,61,115,65,Orthodox,"Mar 17, 1989",4.51,51,4,65,1,21,50,0
Gegard Mousasi,74,185,76,Orthodox,"Aug 01, 1985",3.75,50,1.21,68,1.59,60,59,1.1
Su Mudaerji,68,125,72,Southpaw,"Jan 20, 1996",4.49,51,2.19,68,0.4,100,77,0.8
Lauren Mueller,65,125,67,Orthodox,"Nov 15, 1991",4.08,41,3.77,58,0.7,50,71,0
Belal Muhammad,71,170,72,Orthodox,"Jul 09, 1988",4.75,43,4.02,60,1.97,28,85,0.2
James Mulheron,70,265,73,Orthodox,"Feb 20, 1988",2.4,31,3.47,42,0,0,25,0
Jamie Mullarkey,72,155,74,Orthodox,"Aug 17, 1994",1.87,33,4.6,42,4,30,66,0.5
Pedro Munhoz,66,135,65,Orthodox,"Sep 07, 1986",5.6,43,5.87,58,0.68,21,80,0.8
Andre Muniz,73,185,78,Southpaw,"Feb 17, 1990",2.21,58,1.8,45,2.61,35,37,2.2
Alexander Munoz,69,155,72,Switch,"Feb 27, 1990",3.27,40,5.23,52,2.5,35,0,0
Mark Munoz,72,185,71,Orthodox,"Feb 09, 1978",3.12,51,2.26,57,3.17,29,57,0.6
Johnny Munoz,69,145,71,Orthodox,"Feb 16, 1993",3.27,62,1.4,58,2,12,0,1
Makhmud Muradov,74,185,75,Orthodox,"Feb 08, 1990",5.32,42,2.92,64,0.36,16,100,0.4
Kanako Murata,61,115,62,Orthodox,"Aug 10, 1993",1.93,67,1.93,52,4,44,0,2
Vince Murdock,66,145,64,Orthodox,"Mar 21, 1991",1.21,21,7.17,40,0,0,0,0
Lauren Murphy,65,125,67,Orthodox,"Jul 27, 1983",3.8,38,3.82,63,1.18,37,70,0.1
Lerone Murphy,69,145,73,Orthodox,"Jul 22, 1991",2.86,42,2.07,63,0.87,33,41,0.9
Khalid Murtazaliev,72,185,76,Orthodox,"Jul 15, 1993",4.8,69,0.4,78,7.5,100,33,0
Nicholas Musoke,72,170,75,Orthodox,"Apr 05, 1986",3.56,35,3.8,57,1.16,19,82,0.2
Magomed Mustafaev,68,155,71,Orthodox,"Aug 02, 1988",2.59,58,2.68,41,3.31,50,23,0.4
Elvis Mutapcic,72,185,72,Orthodox,"Jul 19, 1986",3.41,40,4.27,38,0,0,81,0
Muhammad Naimov,69,145,70,Orthodox,"Aug 07, 1994",3.47,41,5.87,44,0,0,25,0
Keita Nakamura,71,170,73,Southpaw,"May 22, 1984",2.23,36,3.2,58,1.65,48,63,0.3
Kazuhiro Nakamura,71,205,70,Orthodox,"Jul 16, 1979",1.56,37,1.83,59,1.73,36,42,0.6
Tyson Nam,67,125,68,Orthodox,"Oct 06, 1983",3.64,31,5.69,64,0,0,100,0
Rose Namajunas,65,115,65,Orthodox,"Jun 29, 1992",4.13,40,3.98,60,1.91,53,50,0.8
Nad Narimani,68,145,70,Orthodox,"Apr 14, 1987",3.33,42,3,58,1.92,41,70,0
Bobby Nash,72,170,74,Orthodox,"Mar 26, 1990",3.42,37,3.95,51,2.37,33,100,1.6
Rodrigo Nascimento,74,265,80,Orthodox,"Nov 26, 1992",4.23,55,4.32,42,2.7,100,100,2.7
Rafael Natal,72,185,77,Orthodox,"Dec 25, 1982",3.1,47,2.48,57,2.55,34,77,0.5
Kevin Natividad,66,145,70,Orthodox,"Apr 02, 1993",2.57,24,3.74,54,0,0,100,0
Ismail Naurdiev,70,170,74,Orthodox,"Aug 18, 1996",3.17,52,1.3,68,1.25,71,70,0.2
Tafon Nchukwi,72,205,77,Orthodox,"Oct 14, 1994",7.59,55,4.31,52,0,0,75,0
Geoff Neal,71,170,75,Southpaw,"Aug 28, 1990",4.94,49,4.93,61,0.5,50,92,0.2
Nicolae Negumereanu,72,205,78,Orthodox,"Sep 04, 1994",0.73,40,4.67,18,0,0,40,0
Stanislav Nedkov,71,205,71,Orthodox,"Dec 09, 1981",3.33,43,5.39,43,2.77,41,0,0
Josh Neer,71,170,72,Orthodox,"Mar 24, 1983",3.29,46,3.63,58,1.09,34,46,1.3
Shane Nelson,69,155,70,Southpaw,"Nov 29, 1984",1.38,31,2.84,61,1.31,18,54,1.6
Kyle Nelson,71,155,71,Switch,"Apr 20, 1991",3.63,41,6.82,47,0.96,12,60,1.9
Gunnar Nelson,71,170,72,Switch,"Jul 28, 1988",1.71,57,3.33,49,1.72,55,66,0.9
Roy Nelson,72,265,73,Orthodox,"Jun 20, 1976",2.18,36,4.79,46,1.14,27,65,0.1
Antonio Braga Neto,75,185,77,Orthodox,"Oct 29, 1987",1.36,33,3.92,45,3.07,37,0,0.5
Journey Newson,65,135,67,Orthodox,"Mar 07, 1989",2.76,32,2.76,65,0,0,0,0.9
Francis Ngannou,76,265,83,Orthodox,"Sep 05, 1986",2.23,37,2.03,47,0,0,71,0.5
Ben Nguyen,65,125,65,Switch,"Aug 03, 1988",3.51,40,3.01,59,0.25,33,63,1
Alex Nicholson,76,185,77,Orthodox,"May 02, 1990",4.12,43,4.65,47,0,0,50,0.5
Matheus Nicolau,66,125,66,Orthodox,"Jan 06, 1993",3.79,52,2.83,67,1.93,44,100,1.4
Tom Niinimaki,69,145,69,Orthodox,"Jul 25, 1982",1.91,54,2.31,58,2.97,46,33,0.5
Ramsey Nijem,71,155,75,Orthodox,"Apr 01, 1988",3.05,44,1.62,62,5.32,62,55,1.1
Guangyou Ning,64,145,64,Southpaw,"Dec 15, 1981",2.66,41,1.91,61,1.09,50,62,0.3
Anthony Njokuani,73,155,75,Orthodox,"Mar 01, 1980",3.94,46,2.41,65,0.5,45,53,0.2
Antonio Rodrigo Nogueira,75,265,77,Orthodox,"Jun 02, 1976",1.95,42,2.4,55,1.3,29,36,2.4
Rogerio Nogueira,74,205,75,Southpaw,"Jun 02, 1976",2.43,35,2.34,59,0.64,44,62,0.8
Kyle Noke,73,170,76,Southpaw,"Mar 18, 1980",3.23,50,2.09,64,1.53,54,66,0.8
KJ Noons,70,155,70,Orthodox,"Dec 07, 1982",3.68,35,3.78,65,0.08,20,68,0
Sage Northcutt,72,170,71,Orthodox,"Mar 01, 1996",3.58,52,1.96,58,1.81,34,41,0.6
Amanda Nunes,68,145,69,Orthodox,"May 30, 1988",4.5,51,2.45,57,2.5,53,84,0.9
Phillipe Nover,69,145,72,Orthodox,"Feb 03, 1984",1.79,35,2.48,56,0.99,28,44,0.7
Diego Nunes,66,145,67,Orthodox,"Nov 30, 1982",2.72,43,2.59,58,1.18,44,65,0.6
Khabib Nurmagomedov,70,155,70,Orthodox,"Sep 20, 1988",4.1,48,1.75,65,5.32,48,84,0.8
Said Nurmagomedov,68,135,70,Orthodox,"Apr 05, 1992",4.65,46,2.37,60,0.45,7,71,0
Abubakar Nurmagomedov,71,170,72,Orthodox,"Nov 13, 1989",1.41,44,0.71,81,5.29,100,0,0
Kennedy Nzechukwu,77,205,83,Southpaw,"Jun 13, 1992",5.38,43,5.8,48,0,0,78,0
Jake O'Brien,75,205,76,Orthodox,"Sep 25, 1984",1.31,31,1.92,69,6.39,54,25,0.2
Sean O'Connell,73,205,74,Orthodox,"Sep 02, 1983",5.46,48,6.77,45,0,0,30,0.5
Sean O'Malley,71,135,72,Switch,"Oct 24, 1994",6.35,57,3.76,64,1.05,50,61,1.1
Casey O'Neill,66,125,69,Orthodox,"Oct 07, 1997",5.64,72,1.84,42,6.91,66,0,1.7
Brendan O'Reilly,67,170,69,Orthodox,"Jun 24, 1987",1.9,47,2.77,39,2.22,43,36,0.6
Christian Ocon,68,135,69,Orthodox,"Feb 05, 1996",1.73,53,5.27,34,0,0,63,0
Volkan Oezdemir,74,205,75,Orthodox,"Sep 19, 1989",5.03,45,4.24,55,0.36,20,80,0
Andy Ogle,68,145,69,Orthodox,"Feb 16, 1989",2.24,44,2.23,50,1.44,26,58,0
Yushin Okami,74,170,75,Southpaw,"Jul 21, 1981",2.06,38,2.25,60,1.98,39,84,0.5
JJ Okanovich,71,155,76,Orthodox,"Nov 04, 1990",6.93,55,5.27,50,0,0,100,0
Michal Oleksiejczuk,72,205,74,Southpaw,"Feb 22, 1995",4.83,56,2.91,69,1.05,66,35,0
Aleksei Oleinik,74,265,80,Orthodox,"Jun 20, 1977",3.47,50,3.85,44,2.38,46,33,2.4
Rafaello Oliveira,68,155,71,Orthodox,"Jan 26, 1982",2.19,33,3.38,59,2.49,36,11,1.6
Charles Oliveira,70,155,74,Orthodox,"Oct 17, 1989",3.22,52,2.94,54,2.64,44,57,2.8
Bruno Oliveira,76,205,80,Orthodox,"May 02, 1984",3.44,33,4.92,54,0,0,0,0
Alex Oliveira,71,170,76,Orthodox,"Feb 21, 1988",2.87,50,2.18,48,2.41,37,63,0.6
Cameron Olson,73,205,75,Orthodox,"Nov 22, 1989",3.13,47,2.2,57,3,42,100,1
Daniel Omielanczuk,72,265,74,Southpaw,"Aug 31, 1982",3.09,57,3.29,47,0.56,26,68,0.1
Michihiro Omigawa,66,145,68,Orthodox,"Dec 19, 1975",2.01,39,3.06,64,1.19,36,49,1.5
Charlie Ontiveros,74,185,78,Switch,"Jul 04, 1991",0.33,40,4.18,19,0,0,0,0
Brian Ortega,68,145,69,Switch,"Feb 21, 1991",4.29,38,6.28,52,0.8,21,56,1.1
Tito Ortiz,75,205,74,Orthodox,"Jan 23, 1975",2.59,46,2.88,60,2.47,35,54,0.6
Ode Osbourne,67,145,73,Southpaw,"Jan 09, 1992",4.3,54,3.04,42,1.9,100,66,1.9
Kenji Osawa,67,135,66,Orthodox,"Nov 04, 1976",2.34,35,2.14,63,0.91,58,68,0.7
Nick Osipczak,74,170,76,Orthodox,"Dec 30, 1984",2.83,50,3.77,50,1.2,45,71,1
Dustin Ortiz,65,125,65,Orthodox,"Dec 25, 1988",2.94,44,2.17,56,3.01,36,52,0.1
Rachael Ostovich,63,125,62,Orthodox,"Feb 25, 1991",2.54,43,3.97,57,2.03,83,66,0.8
Zak Ottow,71,170,72,Orthodox,"Dec 22, 1986",2.63,36,2.73,58,0.97,29,57,0.4
Sidney Outlaw,68,170,74,Orthodox,"Apr 11, 1992",0.13,33,0.8,71,3,75,0,3
Alistair Overeem,76,265,80,Orthodox,"May 17, 1980",3.67,64,2.44,57,1.42,55,73,0.8
Alptekin Ozkilic,65,125,65,Orthodox,"Mar 27, 1986",3.81,32,5.72,59,4.21,58,75,0
Nick Pace,67,135,68,Orthodox,"Apr 17, 1987",1.48,34,3.14,57,2.52,43,54,0.5
Teemu Packalen,73,155,75,Orthodox,"May 22, 1987",2.57,54,3.91,47,2.31,25,100,1.5
Damacio Page,66,135,66,Orthodox,"Sep 30, 1982",2.05,38,2.47,51,2.63,64,23,0.9
Dustin Pague,69,135,74,Orthodox,"Aug 05, 1987",1.65,53,2.96,41,1.03,44,55,2.6
Dinis Paiva Jr.,69,145,71,Southpaw,"May 26, 1988",2.6,41,2.73,67,0,0,81,0
Raulian Paiva,68,125,69,Orthodox,"Oct 17, 1995",4.46,43,4.89,51,0.26,20,80,0.3
Sasha Palatnikov,73,170,72,Switch,"Mar 15, 1989",9.78,52,7.74,51,1.17,100,88,0
Fredson Paixao,66,145,66,Orthodox,"May 13, 1979",1.71,54,2.31,62,0.62,11,10,2.2
Soa Palelei,76,265,81,Orthodox,"Jul 12, 1977",2.47,57,2.68,48,2.2,47,66,0
Bart Palaszewski,69,145,70,Orthodox,"May 30, 1983",2.67,32,3.97,57,0.65,31,53,0.5
Rousimar Palhares,68,170,71,Orthodox,"Feb 26, 1980",1.75,51,2.04,59,3.93,45,0,4.1
Jared Papazian,68,135,67,Southpaw,"Feb 01, 1988",3.33,39,3.81,44,0,0,50,0
Alexandre Pantoja,65,125,67,Orthodox,"Apr 16, 1990",4.3,47,3.39,53,0.94,35,68,0.9
Josh Parisian,76,265,79,Orthodox,"Jun 28, 1989",7.46,51,7.51,42,0,0,66,0.7
Harvey Park,72,155,70,Orthodox,"Mar 22, 1986",3.77,50,7.21,33,0,0,0,0
Junyong Park,70,185,73,Orthodox,"Feb 27, 1991",4.24,47,2.9,59,3.4,64,45,0
Karo Parisyan,70,170,72,Orthodox,"Aug 28, 1982",2.49,41,2.19,58,5.27,59,59,1
Norman Parke,71,155,70,Southpaw,"Dec 22, 1986",3.06,35,2.88,64,1.98,26,77,0
Jhonoven Pati,73,185,75,Switch,"Aug 29, 1990",2.88,53,6.13,33,2.7,100,0,0
Claude Patrick,71,170,75,Orthodox,"Jun 14, 1980",1.8,55,0.89,69,2.32,53,84,1.7
Alan Patrick,71,155,74,Southpaw,"Jul 19, 1983",1.79,40,2.64,43,3.48,38,50,0.3
Sergei Pavlovich,75,265,84,Southpaw,"May 13, 1992",6.55,52,4.59,44,0,0,50,0
Pawel Pawlak,72,170,73,Orthodox,"Feb 08, 1989",1.67,33,2.22,53,1,37,70,0
Jonathan Pearce,72,145,71,Switch,"May 01, 1992",8.8,55,6.65,46,5.91,60,75,0.7
Carlo Pedersoli Jr.,71,170,75,Southpaw,"Jun 08, 1993",4.17,37,4.12,61,2.91,44,0,0
Ross Pearson,68,155,69,Orthodox,"Sep 26, 1984",3.68,40,4.09,62,0.74,35,75,0
Tyson Pedro,75,205,79,Orthodox,"Sep 17, 1991",2.7,62,2.55,48,0.74,25,52,1.5
Julianna Pena,66,135,69,Orthodox,"Aug 19, 1989",2.8,47,1.7,53,2.49,53,23,0.8
Kurt Pellegrino,68,155,70,Orthodox,"May 07, 1979",2.45,43,1.94,63,2.9,54,69,0.8
Luis Pena,75,155,75,Southpaw,"Jul 05, 1993",3.26,47,2.74,50,1.37,33,45,1.4
Cathal Pendred,73,170,75,Orthodox,"Sep 02, 1987",2.49,44,3.01,55,2.46,23,83,0.4
BJ Penn,69,155,70,Orthodox,"Dec 13, 1978",2.76,48,3.2,56,1.19,55,74,0.5
Jessica Penne,65,115,67,Orthodox,"Jan 30, 1983",2.46,33,4.73,48,1.58,25,20,0.6
Raquel Pennington,67,135,67,Orthodox,"Sep 05, 1988",3.62,48,3.2,63,1.12,28,65,0.7
Godofredo Pepey,67,145,73,Orthodox,"Jul 02, 1987",2.32,38,3.23,47,0.37,7,35,1.5
Michel Pereira,73,170,73,Orthodox,"Oct 06, 1993",3.74,54,2.84,58,1.76,70,100,0.5
Robert Peralta,68,145,71,Orthodox,"Mar 14, 1986",3.76,44,2.97,53,0.59,66,65,0
Viviane Pereira,61,115,63,Orthodox,"Aug 28, 1993",2.7,30,4.48,58,0.25,100,28,0.2
Erik Perez,68,135,68,Orthodox,"Nov 19, 1989",3.16,40,2.09,66,3.16,55,69,0.2
Frankie Perez,71,155,73,Orthodox,"May 11, 1989",1.64,41,2.17,54,1.75,41,50,0.3
Alejandro Perez,66,145,67,Orthodox,"Sep 02, 1989",3.52,35,2.94,64,0.52,20,73,0.1
Markus Perez,73,185,73,Orthodox,"Jun 22, 1988",2.6,47,3.72,52,0.81,25,77,1
Alex Perez,66,125,65,Orthodox,"Mar 21, 1992",4.62,47,3.08,61,2.92,45,87,1.3
Anthony Perosh,75,205,75,Orthodox,"Oct 05, 1972",2.27,43,3.77,53,2.03,22,33,1.1
Jay Perrin,67,135,69,Switch,"Jun 15, 1993",2.87,44,2.6,47,4,80,80,0
Raphael Pessoa,75,265,78,Orthodox,"Mar 09, 1989",2.16,26,3.43,42,0,0,100,0
Viktor Pesta,75,265,77,Orthodox,"Jul 15, 1990",1.58,36,2.54,56,3.29,28,100,0
Mike Perry,70,170,71,Orthodox,"Sep 15, 1991",4.35,47,4.82,54,0.69,38,77,0.2
Peter Petties,71,145,72,Southpaw,"Dec 20, 1990",2.61,29,8.24,48,0,0,0,0
Steven Peterson,70,145,70,Orthodox,"May 29, 1990",4.65,35,5.89,56,2.02,28,75,0.4
Seth Petruzelli,72,205,76,Orthodox,"Dec 03, 1979",2.17,41,2.08,55,0.46,50,47,2.3
Anthony Pettis,70,155,72,Orthodox,"Jan 27, 1987",3.05,47,3.44,54,0.61,50,60,1.1
Forrest Petz,69,170,71,Orthodox,"Sep 22, 1975",2.27,29,2.2,57,1.3,100,66,0
Cody Pfister,70,155,73,Orthodox,"Jul 12, 1990",1.41,25,2.8,51,2.82,30,0,0
Sergio Pettis,66,125,69,Orthodox,"Aug 18, 1993",3.88,37,2.91,65,0.85,40,67,0.4
Nam Phan,66,135,70,Orthodox,"Mar 13, 1983",4.52,37,6.55,59,0.18,18,60,0.2
Aaron Phillips,69,135,71,Southpaw,"Aug 05, 1989",1.65,56,3.44,39,0,0,44,0.4
Constantinos Philippou,71,185,73,Orthodox,"Nov 29, 1979",2.19,35,2.73,54,0.4,42,65,0.3
John Phillips,71,185,75,Southpaw,"Jun 09, 1985",1.72,34,4.03,49,0,0,7,0
Elizabeth Phillips,66,135,65,Orthodox,"Aug 20, 1986",2.6,33,3.07,58,0.75,25,53,0.2
Kyler Phillips,68,135,72,Orthodox,"Jun 12, 1995",5.32,46,3.04,61,2.88,63,71,0.4
Vinc Pichel,70,155,72,Orthodox,"Nov 23, 1982",3.2,46,2.28,56,3.83,60,20,0.3
Jamie Pickett,74,185,80,Orthodox,"Aug 29, 1988",2.84,55,4.84,46,1.48,40,37,0.4
Oskar Piechota,72,185,76,Southpaw,"Jan 24, 1990",3.3,52,3.93,51,0.61,40,38,1.5
Mike Pierce,68,170,71,Orthodox,"Sep 01, 1980",2.62,42,2.36,62,3.08,42,71,0.2
Brad Pickett,66,135,68,Orthodox,"Sep 24, 1978",3.02,31,4.63,55,2.47,44,58,0.4
Sean Pierson,72,170,76,Southpaw,"Mar 10, 1976",3.84,39,3.73,64,0.39,18,66,0.4
Domingo Pilarte,72,135,73,Southpaw,"Jan 05, 1990",2.04,50,3.69,42,2,42,75,1.3
Daniel Pineda,67,145,69,Orthodox,"Aug 06, 1985",3.41,49,2.72,44,1.55,29,44,1.8
Luana Pinheiro,62,115,62,Orthodox,"Nov 18, 1992",3.57,40,1.43,78,0,0,0,0
Pingyuan Liu,66,135,72,Orthodox,"Feb 13, 1993",2.36,33,2.99,54,0.25,20,56,1
Maki Pitolo,70,185,75,Orthodox,"Nov 24, 1990",4.2,44,3.71,56,2.42,52,55,0.5
Jamal Pogues,75,205,77,Orthodox,"Dec 01, 1995",3.27,74,3.07,56,7,63,100,0
Igor Pokrajac,72,205,74,Orthodox,"Jan 02, 1979",2.25,45,4.26,40,0.87,29,51,0.2
Dustin Poirier,69,155,72,Southpaw,"Jan 19, 1989",5.59,50,4.17,54,1.47,36,61,1.3
Santiago Ponzinibbio,72,170,73,Orthodox,"Sep 26, 1986",4.21,40,4.05,64,0.52,44,60,0
Grigory Popov,67,135,68,Switch,"Apr 18, 1984",3.63,37,4.2,55,0,0,45,0
Parker Porter,72,265,75,Orthodox,"Apr 22, 1985",7.69,49,7.36,52,1.65,60,0,1.1
Callan Potter,72,170,72,Orthodox,"Jun 09, 1984",3.18,50,4.72,58,3.29,66,100,0
Devin Powell,72,155,73,Orthodox,"Mar 01, 1988",2.88,41,3.67,51,0,0,0,0.6
Ruan Potts,74,265,75,Orthodox,"Feb 23, 1978",0.85,37,5.92,22,0.75,16,33,2.3
Marcin Prachnio,75,205,74,Orthodox,"Jul 14, 1988",5.4,47,3.71,58,0,0,0,0
Ricardo Prasel,79,265,78,Orthodox,"Jun 02, 1990",2.21,57,7.83,37,0,0,0,0
Wagner Prado,72,205,74,Southpaw,"Dec 30, 1986",1.72,40,3.06,50,0,0,22,0
Trevor Prangley,73,185,75,Orthodox,"Aug 24, 1972",2.59,60,2.02,48,3.38,55,74,1
Carlo Prater,71,155,72,Switch,"Jun 25, 1981",2.03,47,4.07,35,0.43,9,57,1.7
Michel Prazeres,66,170,67,Orthodox,"Jul 25, 1981",2.44,47,2.49,58,4.11,36,50,0.6
Kyle Prepolec,70,170,70,Southpaw,"Aug 30, 1989",3.2,34,4.7,54,0,0,40,0
Niko Price,72,170,76,Orthodox,"Sep 29, 1989",5.33,41,5.83,49,0.89,22,72,0.9
Lara Procopio,64,125,67,Orthodox,"Nov 14, 1995",6.7,57,6.93,47,3.5,50,0,0.5
Jiri Prochazka,75,205,80,Orthodox,"Oct 14, 1992",5.67,45,7.05,55,0,0,100,0
Joe Proctor,70,155,72,Orthodox,"Aug 10, 1985",3.39,36,3.93,59,0,0,70,1.8
Cole Province,69,145,68,Orthodox,"Jan 17, 1981",1.47,44,2.72,43,2.4,50,83,1
Lucie Pudilova,68,125,67,Orthodox,"Jun 13, 1994",4.15,36,4.09,52,0.16,12,61,0.6
Claudio Puelles,71,155,72,Southpaw,"Apr 21, 1996",1.95,44,3.73,50,3.06,36,0,1.3
Jens Pulver,67,145,70,Southpaw,"Dec 06, 1974",2.12,37,3.13,56,0.22,33,63,0.3
CM Punk,73,170,73,Orthodox,"Oct 26, 1978",1.1,23,4.87,40,0.87,11,0,0
Joe Pyfer,74,185,75,Orthodox,"Sep 17, 1996",2.76,48,3.68,23,3.45,100,0,0
Mike Pyle,72,170,74,Orthodox,"Sep 18, 1975",2.74,45,2.84,60,1.8,35,70,1.5
Billy Quarantillo,70,145,70,Orthodox,"Dec 08, 1988",7.03,64,4.37,42,1.28,31,57,1.8
Nate Quarry,72,185,72,Open Stance,"Mar 18, 1972",4.96,44,2.8,66,0.25,33,60,0
Michel Quinones,70,155,73,Orthodox,"Dec 22, 1984",2.91,29,5.98,48,0,0,36,0
Jose Quinonez,68,135,69,Southpaw,"Jul 28, 1990",3.6,45,3,64,2.7,47,42,0.6
Ricky Rainey,73,170,77,Switch,"Jun 29, 1983",2.55,48,2.62,46,0.95,18,55,0
Shavkat Rakhmonov,73,170,77,Orthodox,"Oct 23, 1994",2.79,52,1.93,50,0,0,100,3.2
Aleksandar Rakic,76,205,78,Orthodox,"Feb 06, 1992",4.23,52,2.23,52,0.75,25,90,0.2
Davi Ramos,66,155,70,Orthodox,"Nov 05, 1986",2.64,37,3.44,56,1.95,40,83,0.6
Ricardo Ramos,69,145,72,Orthodox,"Aug 01, 1995",3,39,3.28,58,1.99,56,71,0.7
Ed Ratcliff,70,155,71,Orthodox,"Mar 05, 1983",2.71,38,2.96,63,0.28,16,53,0
Bec Rawlings,66,125,64,Orthodox,"Feb 11, 1989",4.48,42,5.66,57,0.71,40,68,0.4
Stevie Ray,70,155,70,Southpaw,"Mar 25, 1990",3.73,44,2.93,54,0.75,46,55,0.6
Abdul Razak Alhassan,70,170,73,Orthodox,"Aug 11, 1985",4.54,48,5.11,53,0.72,28,42,0
Rafael Rebello,65,135,67,Orthodox,"Oct 16, 1980",2.19,32,3.29,58,2.82,33,75,0.5
Greg Rebello,72,265,73,Southpaw,"Jun 13, 1982",2.61,39,2.92,58,0,0,0,0
Karl Reed,75,205,78,Orthodox,"Oct 27, 1988",2.04,44,3.84,38,1.06,22,53,0
Stephen Regman,71,185,76,Orthodox,"Aug 05, 1991",1.41,60,4.93,23,3.52,100,0,0
Goran Reljic,75,205,81,Southpaw,"Mar 20, 1984",1.69,37,2.69,59,1.69,50,33,1.1
Wilson Reis,64,125,65,Southpaw,"Jan 06, 1985",1.83,29,3.04,55,5.15,42,47,0.6
Chance Rencountre,74,170,75,Southpaw,"Dec 31, 1986",1.1,20,3.62,49,1.35,26,16,0.3
Marion Reneau,66,135,68,Orthodox,"Jun 20, 1977",3.29,41,3.37,61,0.66,63,50,0.8
Alex Reyes,71,170,73,Orthodox,"Oct 02, 1986",4.56,46,8.35,38,0,0,0,0
Dominick Reyes,76,205,77,Southpaw,"Dec 26, 1989",4.53,48,3.16,49,0.2,16,82,0.2
Marco Polo Reyes,71,155,71,Orthodox,"Nov 07, 1984",6,37,5.52,59,0,0,46,0
Victor Reyna,71,170,74,Southpaw,"Aug 05, 1986",5.8,63,4.75,42,0,0,100,0
Mike Rhodes,73,170,74,Orthodox,"Dec 04, 1989",3.2,39,4.13,64,0.96,33,75,0.5
Amanda Ribas,63,125,66,Orthodox,"Aug 26, 1993",4.25,44,1.78,71,2.31,58,85,1.6
Mike Ricci,72,155,76,Southpaw,"Mar 18, 1986",1.8,32,1.64,65,0.67,100,54,0
Brad Riddell,67,155,71,Orthodox,"Sep 30, 1991",4.36,50,2.62,53,1,37,60,0
Matthew Riddle,73,170,76,Southpaw,"Jan 14, 1986",3.01,42,2.74,54,3.51,50,89,0.5
Joe Riggs,72,185,70,Southpaw,"Sep 23, 1982",2.41,51,1.69,57,2.45,55,62,0.6
Aaron Riley,68,155,69,Southpaw,"Dec 09, 1980",3.45,34,3.78,61,1.18,34,60,0.1
Jordan Rinaldi,70,145,72,Orthodox,"Sep 25, 1987",1.56,35,2.32,59,1.45,35,20,1.2
Nick Ring,72,185,74,Southpaw,"Feb 10, 1979",3.52,42,3.48,62,1.36,36,52,0.3
Mike Rio,70,155,70,Orthodox,"Jul 06, 1981",1.68,39,2.99,53,2.58,27,0,1
Diego Rivas,68,145,69,Orthodox,"Nov 11, 1991",1.37,40,2.14,52,1.79,60,64,0.9
Jorge Rivera,73,185,73,Orthodox,"Feb 28, 1972",3.16,48,2.64,54,0.84,50,63,0.1
Francisco Rivera,68,135,70,Orthodox,"Oct 08, 1981",4.07,41,3.16,68,1.01,63,68,0.6
Irwin Rivera,66,135,67,Southpaw,"Feb 14, 1989",3.36,44,5.07,57,1,16,70,0
Jimmie Rivera,64,135,68,Orthodox,"Jun 29, 1989",4.03,40,3.9,60,0.88,27,92,0.1
Jerome Rivera,70,145,72,Southpaw,"Apr 22, 1995",3.08,34,2.47,51,0,0,40,0
Kali Robbins,63,115,63,Orthodox,"Jul 05, 1984",3.73,46,9.4,44,2,33,0,0
Karl Roberson,73,185,74,Southpaw,"Oct 04, 1990",3,51,2.42,57,0.99,57,50,0.8
Danny Roberts,73,170,74,Southpaw,"Jul 14, 1987",3.41,44,3.08,55,0.18,6,53,0.4
Daniel Roberts,70,170,74,Southpaw,"Aug 05, 1980",0.73,20,2.27,46,2.46,44,40,2.5
